Unnamed: 1_level_0_Player,Unnamed: 4_level_0_Squad,Unnamed: 0_level_0_Rk,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches,League_Unnamed: 37_level_1,Table_Unnamed: 38_level_1,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches,Unnamed: 23_level_0_A-xAG,Unnamed: 24_level_0_KP,Unnamed: 25_level_0_1/3,Unnamed: 26_level_0_PPA,Unnamed: 27_level_0_CrsPA,Unnamed: 28_level_0_Matches,Unnamed: 19_level_0_Matches,Unnamed: 27_level_0_Rec
Ashley Young,Everton,570,eng ENG,DF,39.0,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.3,2.6,24,90,32,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,Matches,England,stats_standard,20.8,708,999,70.9,13051,5809,337,380,88.7,272,357,76.2,92,214,43.0,3,2.3,2.9,+0.7,26,78,25,14,90,Matches,1,6,3,50.0,0.29,0.14,0.17,0.33,24.5,3,0,0,0.04,+0.7,+0.7,Matches,1194,61,369,528,305,9,1194,20,7,35.0,9,45.0,487,2447,1378,24,26,1,11,1,618,32,Matches,47,2.25,34,8,0,1,2,2,6,0.29,4,0,0,1,0,1,Matches,999,770,222,25,3,4,75,180,15,8,6,0,708,7,20,Matches,,,,,,,,
Asier Villalibre,Alavés,587,es ESP,FW,26.0,1997,16,2,333,3.7,1,1,2,0,1,1,2,0,1.6,0.8,1.0,1.8,4,7,18,0.27,0.27,0.54,0.00,0.27,0.43,0.27,0.69,0.21,0.48,Matches,Spain,stats_standard,3.7,44,69,63.8,645,153,29,39,74.4,12,23,52.2,3,4,75.0,1,1.0,0.3,0.0,1,3,4,0,7,Matches,1,8,1,12.5,2.16,0.27,0.00,0.00,14.7,0,1,1,0.10,-0.6,-0.8,Matches,116,6,8,57,52,22,115,12,2,16.7,9,75.0,55,299,114,4,3,3,9,5,75,18,Matches,7,1.89,4,0,0,1,2,0,1,0.27,1,0,0,0,0,0,Matches,69,64,5,0,1,0,2,0,0,0,0,0,44,0,1,Matches,,,,,,,,
Aske Adelgaard,Go Ahead Eag,6,dk DEN,DF,20.0,2003,22,14,1224,13.6,0,1,1,0,0,0,5,0,0.3,0.3,1.3,1.6,25,39,61,0.00,0.07,0.07,0.00,0.07,0.02,0.10,0.12,0.02,0.12,Matches,Netherlands,stats_standard,13.6,512,676,75.7,8446,2959,271,307,88.3,188,237,79.3,41,100,41.0,1,1.3,1.3,-0.3,15,32,11,3,39,Matches,0,5,1,20.0,0.37,0.07,0.00,0.00,21.0,0,0,0,0.06,-0.3,-0.3,Matches,816,46,274,296,254,10,816,15,10,66.7,4,26.7,404,1937,971,25,15,1,16,11,449,61,Matches,33,2.43,18,13,0,1,1,0,3,0.22,2,1,0,0,0,0,Matches,676,526,148,19,0,1,59,101,28,25,2,0,512,2,12,Matches,,,,,,,,
Assan Ouedraogo,RB Leipzig,324,de GER,MF,18.0,2006,3,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,Germany,stats_standard,0.6,15,20,75.0,206,37,8,8,100.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0,1,0,0.0,1.80,0.00,0.00,,22.8,0,0,0,0.06,-0.1,-0.1,Matches,30,0,5,15,12,4,30,3,0,0.0,3,100.0,23,193,70,2,0,3,2,6,26,2,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,20,19,0,0,0,0,1,0,0,0,0,0,15,1,1,Matches,,,,,,,,
Assane Diao,Betis,159,sn SEN,FW,18.0,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.32,0.65,0.97,0.32,0.97,0.26,0.50,0.75,0.26,0.75,Matches,Spain,stats_standard,3.1,49,66,74.2,626,139,36,43,83.7,6,8,75.0,2,2,100.0,2,1.5,0.6,+0.5,8,2,1,1,1,Matches,1,7,1,14.3,2.27,0.32,0.14,1.00,14.4,0,0,0,0.11,+0.2,+0.2,Matches,122,4,12,42,68,19,122,11,2,18.2,9,81.8,63,372,145,9,3,3,15,2,81,27,Matches,7,2.28,6,0,0,1,0,0,2,0.65,2,0,0,0,0,0,Matches,66,61,5,0,0,0,4,2,0,0,0,0,49,0,4,Matches,,,,,,,,
Assane Diao,Como,169,sn SEN,"FW,MF",18.0,2005,15,14,1252,13.9,8,1,9,8,0,0,2,0,4.0,4.0,0.4,4.4,50,36,116,0.58,0.07,0.65,0.58,0.65,0.29,0.03,0.31,0.29,0.31,Matches,Italy,stats_standard,13.9,241,304,79.3,3311,698,149,172,86.6,75,84,89.3,8,13,61.5,1,0.4,0.6,+0.6,8,13,13,0,36,Matches,8,28,13,46.4,2.01,0.93,0.29,0.62,15.5,0,0,0,0.14,+4.0,+4.0,Matches,523,16,65,191,273,58,523,72,19,26.4,35,48.6,376,2757,1349,50,33,27,50,38,396,116,Matches,31,2.23,21,0,4,3,3,0,4,0.29,2,0,1,0,1,0,Matches,304,295,7,3,0,0,12,3,1,0,0,0,241,2,22,Matches,,,,,,,,
Assane Dioussé,Auxerre,171,sn SEN,MF,26.0,1997,17,7,663,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,33,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,France,stats_standard,7.4,320,357,89.6,5872,1510,149,161,92.5,115,126,91.3,48,55,87.3,0,0.2,0.1,-0.2,2,21,0,0,33,Matches,0,3,2,66.7,0.41,0.27,0.00,0.00,27.7,0,0,0,0.02,-0.1,-0.1,Matches,431,19,115,271,52,4,431,6,2,33.3,3,50.0,276,1190,400,1,5,1,6,4,281,6,Matches,13,1.76,11,0,0,1,0,1,1,0.14,1,0,0,0,0,0,Matches,357,355,2,2,0,7,1,0,0,0,0,0,320,0,4,Matches,,,,,,,,
Aster Vranckx,Wolfsburg,463,be BEL,MF,21.0,2002,14,6,556,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,20,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Germany,stats_standard,6.2,166,202,82.2,2747,773,84,93,90.3,65,73,89.0,12,18,66.7,0,0.0,0.4,0.0,1,16,2,0,20,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,276,30,94,149,37,4,276,6,5,83.3,1,16.7,123,487,206,5,2,0,13,5,144,6,Matches,6,0.97,5,0,0,0,1,0,1,0.16,1,0,0,0,0,0,Matches,202,197,4,2,1,2,3,0,0,0,0,0,166,1,10,Matches,,,,,,,,
Aston Oxborough,Motherwell,262,eng ENG,GK,26.0,1998,25,25,2250,25.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Scotland,stats_standard,25.0,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,0.00,0.00,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,0,,,,,,,,,Matches,,,,,,Matches,Matches,
Atakan Karazor,Stuttgart,208,,MF,27.0,1996,32,31,2618,29.1,2,4,6,2,0,0,10,1,2.3,2.0,2.6,4.6,19,140,33,0.07,0.14,0.21,0.07,0.21,0.08,0.09,0.17,0.07,0.16,Matches,Germany,stats_standard,29.1,1608,1857,86.6,24010,7326,898,993,90.4,570,634,89.9,83,125,66.4,4,2.6,2.5,+1.4,15,150,18,0,140,Matches,2,14,7,50.0,0.48,0.24,0.14,0.29,15.1,0,0,0,0.15,-0.3,0.0,Matches,2124,86,417,1361,359,27,2124,21,12,57.1,4,19.0,1112,4676,1987,19,33,1,30,16,1426,33,Matches,43,1.48,34,1,0,3,3,2,7,0.24,5,0,0,1,0,1,Matches,1857,1736,115,112,6,5,4,3,0,0,0,0,1608,6,24,Matches,,,,,,,,
Augustine Boakye,Saint-Étienne,75,gh GHA,"FW,MF",23.0,2000,17,8,733,8.1,3,0,3,3,0,0,5,0,1.8,1.8,0.9,2.7,25,35,60,0.37,0.00,0.37,0.37,0.37,0.22,0.11,0.34,0.22,0.34,Matches,France,stats_standard,8.1,192,256,75.0,2549,798,115,144,79.9,53,67,79.1,10,15,66.7,0,0.9,1.0,-0.9,13,14,11,0,35,Matches,3,24,9,37.5,2.95,1.11,0.13,0.33,20.8,1,0,0,0.08,+1.2,+1.2,Matches,349,6,32,130,191,29,349,24,13,54.2,10,41.7,194,1180,579,25,20,9,18,25,251,60,Matches,35,4.30,24,1,5,3,2,0,1,0.12,0,0,0,1,0,0,Matches,256,249,6,0,2,1,5,2,1,0,0,0,192,1,7,Matches,,,,,,,,
Augusto Batalla,Rayo Vallecano,75,ar ARG,GK,28.0,1996,32,32,2880,32.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Spain,stats_standard,32.0,784,1177,66.6,23121,17259,121,122,99.2,397,403,98.5,265,645,41.1,0,0.0,0.1,0.0,1,25,1,0,2,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,1260,1034,1245,15,0,0,1260,6,6,100.0,0,0.0,769,3644,2275,0,0,0,1,0,628,0,Matches,7,0.22,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1177,882,291,107,0,2,0,0,0,0,0,0,784,4,3,Matches,,,,,,,,
Augusto Dabo,Boavista,136,gw GNB,DF,20.0,2004,13,7,546,6.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,6,17,10,0.00,0.16,0.16,0.00,0.16,0.02,0.01,0.03,0.02,0.03,Matches,Portugal,stats_standard,6.1,127,228,55.7,2003,1054,69,83,83.1,53,97,54.6,3,26,11.5,1,0.1,0.1,+0.9,1,8,2,1,17,Matches,0,2,1,50.0,0.33,0.16,0.00,0.00,21.0,0,0,0,0.07,-0.1,-0.1,Matches,300,18,79,135,89,2,300,6,5,83.3,1,16.7,98,446,239,6,4,0,12,5,112,10,Matches,5,0.82,2,2,0,0,0,1,1,0.16,1,0,0,0,0,0,Matches,228,148,78,1,0,0,15,77,0,0,0,0,127,2,9,Matches,,,,,,,,
Augusto Lotti,Platense,417,it ITA,FW,29.0,1996,16,13,927,10.3,1,2,3,1,0,1,0,0,2.4,1.6,1.4,3.0,7,17,58,0.10,0.19,0.29,0.10,0.29,0.25,0.14,0.38,0.16,0.30,Matches,Argentina,stats_standard,10.3,119,204,58.3,1723,394,71,109,65.1,31,49,63.3,8,15,53.3,2,1.4,0.6,+0.6,15,5,7,0,17,Matches,1,18,6,33.3,1.75,0.58,0.06,0.17,15.1,0,0,1,0.09,-1.4,-0.6,Matches,294,7,17,117,162,43,293,9,5,55.6,4,44.4,138,542,163,7,9,3,20,16,198,58,Matches,22,2.24,20,0,2,0,0,0,4,0.41,3,0,1,0,0,0,Matches,204,189,13,0,0,1,13,0,0,0,0,0,119,2,9,Matches,,,,,,,,
Augusto Max,Gimnasia–LP,470,ar ARG,"FW,MF",32.0,1992,3,0,56,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Argentina,stats_standard,0.6,14,16,87.5,267,33,5,6,83.3,8,8,100.0,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,26,2,9,15,2,1,26,0,0,,0,,12,29,12,0,0,0,1,0,14,1,Matches,1,1.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,16,16,0,0,0,0,0,0,0,0,0,0,14,0,2,Matches,,,,,,,,
Augusto Schott,Talleres,718,ar ARG,DF,25.0,2000,8,6,589,6.5,2,0,2,2,0,0,1,0,0.7,0.7,0.5,1.2,9,32,26,0.31,0.00,0.31,0.31,0.31,0.11,0.07,0.18,0.11,0.18,Matches,Argentina,stats_standard,6.5,225,283,79.5,3793,1819,112,122,91.8,99,119,83.2,13,31,41.9,0,0.5,0.5,-0.5,5,24,5,4,32,Matches,2,10,3,30.0,1.53,0.46,0.20,0.67,13.2,0,0,0,0.07,+1.3,+1.3,Matches,367,28,125,159,88,12,367,9,2,22.2,7,77.8,169,854,415,9,6,1,12,5,172,26,Matches,10,1.53,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,283,212,71,8,0,0,13,62,0,0,0,0,225,0,7,Matches,,,,,,,,
Augusto Solari,Rosario Central,733,ar ARG,"MF,FW",33.0,1992,6,1,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,11,14,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches,Argentina,stats_standard,2.3,54,79,68.4,884,339,25,32,78.1,25,29,86.2,3,12,25.0,0,0.2,0.1,-0.2,2,8,1,0,11,Matches,0,1,0,0.0,0.44,0.00,0.00,,26.1,0,0,0,0.02,0.0,0.0,Matches,111,9,31,56,27,4,111,3,2,66.7,1,33.3,45,209,127,2,1,0,8,2,55,14,Matches,4,1.76,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,79,78,1,1,1,0,2,0,0,0,0,0,54,0,3,Matches,,,,,,,,
Aurele Amenda,Eint Frankfurt,11,ch SUI,DF,21.0,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23,Matches,Germany,stats_standard,1.1,58,69,84.1,1079,398,24,27,88.9,26,29,89.7,7,9,77.8,0,0.3,0.3,-0.3,1,2,0,0,2,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,89,13,42,42,6,1,89,1,1,100.0,0,0.0,46,186,72,1,0,0,1,0,52,1,Matches,2,1.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,69,66,3,1,0,3,0,1,0,0,0,0,58,0,2,Matches,,,,,,,,
Aurélien Tchouaméni,Real Madrid,552,fr FRA,"DF,MF",24.0,2000,32,31,2689,29.9,0,0,0,0,0,0,5,0,1.7,1.7,0.6,2.2,19,154,13,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.07,0.06,0.07,Matches,Spain,stats_standard,29.9,1869,2025,92.3,32598,10694,787,827,95.2,925,979,94.5,134,177,75.7,0,0.6,0.9,-0.6,5,176,9,1,154,Matches,0,19,3,15.8,0.64,0.10,0.00,0.00,17.1,0,0,0,0.09,-1.7,-1.7,Matches,2324,216,798,1332,207,25,2324,16,10,62.5,3,18.8,1440,7111,3821,19,16,1,23,8,1689,13,Matches,34,1.14,33,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2025,1936,86,57,0,9,12,6,0,0,0,0,1869,3,10,Matches,,,,,,,,
Aurélio Buta,Reims,90,pt POR,DF,27.0,1997,27,24,1970,21.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.1,28,83,64,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05,Matches,France,stats_standard,21.9,819,991,82.6,12195,4195,449,504,89.1,309,370,83.5,36,64,56.3,1,0.8,1.4,+0.2,10,56,12,4,83,Matches,0,8,1,12.5,0.37,0.05,0.00,0.00,21.1,0,0,0,0.03,-0.3,-0.3,Matches,1195,69,348,559,299,14,1195,22,9,40.9,11,50.0,546,2567,1237,28,21,4,28,7,672,64,Matches,31,1.42,23,5,0,2,0,1,4,0.18,3,1,0,0,0,0,Matches,991,792,196,14,0,0,32,181,0,0,0,0,819,3,18,Matches,,,,,,,,
Auston Trusty,Celtic,344,us USA,DF,25.0,1998,22,22,1916,21.3,1,1,2,1,0,0,2,0,,,,,,,,0.05,0.05,0.09,0.05,0.09,,,,,,,Scotland,stats_standard,21.3,,,,,,,,,,,,,,,1,,,,,,,,,,1,15,3,20.0,0.70,0.14,0.07,0.33,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,1,,,,,,,,,Matches,,,,,,Matches,Matches,
Axel Camblan,Brest,99,fr FRA,"MF,FW",20.0,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,France,stats_standard,0.3,3,7,42.9,44,23,2,5,40.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches,0,1,0,0.0,3.46,0.00,0.00,,16.0,0,0,0,0.05,0.0,0.0,Matches,10,0,0,3,7,3,10,0,0,,0,,5,68,50,2,0,2,0,0,8,1,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1,Matches,,,,,,,,
Axel Disasi,Aston Villa,138,fr FRA,DF,26.0,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,England,stats_standard,5.4,243,280,86.8,4080,1517,103,109,94.5,131,146,89.7,8,15,53.3,0,0.4,0.3,-0.4,3,14,3,0,16,Matches,0,2,0,0.0,0.37,0.00,0.00,,19.5,0,0,0,0.04,-0.1,-0.1,Matches,334,32,130,178,29,6,334,15,9,60.0,6,40.0,207,1268,621,10,8,2,3,2,223,5,Matches,9,1.65,7,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches,280,258,20,9,1,0,1,11,0,0,0,0,243,2,5,Matches,,,,,,,,
Axel Disasi,Chelsea,139,fr FRA,DF,26.0,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.00,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,Matches,England,stats_standard,4.0,266,293,90.8,4218,1367,136,144,94.4,117,126,92.9,9,13,69.2,0,0.1,0.1,-0.1,2,20,2,0,16,Matches,1,2,1,50.0,0.49,0.25,0.50,1.00,12.3,0,0,0,0.14,+0.7,+0.7,Matches,323,17,110,175,40,2,323,1,1,100.0,0,0.0,196,953,519,6,3,0,1,3,242,2,Matches,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,293,266,27,10,0,1,0,17,0,0,0,0,266,0,2,Matches,,,,,,,,
Axel Gueguin,Montpellier,225,fr FRA,FW,19.0,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,France,stats_standard,0.3,5,6,83.3,75,34,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,1,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,9,0,2,3,4,1,9,1,0,0.0,1,100.0,2,4,1,0,0,0,1,0,4,1,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6,5,1,0,0,0,1,0,1,0,1,0,5,0,1,Matches,,,,,,,,
Axel Tapé,Paris S-G,515,fr FRA,"DF,MF",16.0,2007,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches,France,stats_standard,2.0,142,151,94.0,2651,619,36,37,97.3,101,105,96.2,4,6,66.7,0,0.0,0.0,0.0,1,6,0,0,5,Matches,0,1,0,0.0,0.50,0.00,0.00,,28.0,0,0,0,0.05,0.0,0.0,Matches,174,11,58,107,12,0,174,3,1,33.3,2,66.7,129,657,244,1,2,0,5,2,143,1,Matches,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,151,148,3,2,0,0,0,1,0,0,0,0,142,0,2,Matches,,,,,,,,
Axel Tuanzebe,Ipswich Town,526,cd COD,DF,26.0,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,10,61,15,0.00,0.05,0.05,0.00,0.05,0.01,0.02,0.03,0.01,0.03,Matches,England,stats_standard,19.0,682,814,83.8,10396,4020,380,416,91.3,260,314,82.8,28,49,57.1,1,0.3,0.3,+0.7,5,63,6,1,61,Matches,0,4,0,0.0,0.21,0.00,0.00,,15.7,0,0,0,0.05,-0.2,-0.2,Matches,971,97,407,426,145,8,971,10,4,40.0,6,60.0,402,1698,826,10,7,1,11,1,516,15,Matches,19,1.00,17,1,0,0,1,0,2,0.11,2,0,0,0,0,0,Matches,814,651,163,30,0,1,10,133,0,0,0,0,682,0,14,Matches,,,,,,,,
Axel Werner,Rosario Central,801,ar ARG,GK,29.0,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Argentina,stats_standard,2.0,29,43,67.4,871,665,4,4,100.0,15,15,100.0,10,24,41.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,46,37,46,0,0,0,46,0,0,,0,,16,70,47,0,0,0,0,0,12,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,43,21,22,7,0,0,0,0,0,0,0,0,29,0,0,Matches,,,,,,,,
Axel Witsel,Atlético Madrid,594,be BEL,DF,35.0,1989,14,9,852,9.5,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.6,2,21,1,0.00,0.11,0.11,0.00,0.11,0.00,0.06,0.06,0.00,0.06,Matches,Spain,stats_standard,9.5,494,545,90.6,8980,3351,181,198,91.4,277,300,92.3,33,40,82.5,1,0.5,0.7,+0.5,2,17,0,0,21,Matches,0,1,0,0.0,0.11,0.00,0.00,,10.1,0,0,0,0.03,0.0,0.0,Matches,645,82,325,306,16,4,645,2,1,50.0,1,50.0,405,2146,1194,2,3,1,9,0,418,1,Matches,4,0.42,2,0,1,0,1,0,2,0.21,1,0,1,0,0,0,Matches,545,525,19,15,0,2,0,1,0,0,0,0,494,1,1,Matches,,,,,,,,
Ayanda Sishuba,Rennes,496,be BEL,FW,19.0,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,France,stats_standard,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,1,1,1,0,0,0,1,0,0,,0,,1,1,0,0,0,0,0,1,1,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,,,
Ayase Ueda,Feyenoord,483,jp JPN,FW,25.0,1998,21,13,1203,13.4,7,1,8,7,0,0,0,0,7.2,7.2,0.9,8.1,10,12,66,0.52,0.07,0.60,0.52,0.60,0.54,0.06,0.61,0.54,0.61,Matches,Netherlands,stats_standard,13.4,137,180,76.1,2123,398,78,100,78.0,39,51,76.5,14,16,87.5,1,0.9,0.5,+0.1,12,14,1,0,12,Matches,7,40,15,37.5,2.99,1.12,0.18,0.47,12.1,0,0,0,0.18,-0.2,-0.2,Matches,327,11,25,153,150,60,327,11,5,45.5,6,54.5,185,714,220,10,2,7,46,28,266,66,Matches,19,1.42,15,0,2,0,2,0,2,0.15,2,0,0,0,0,0,Matches,180,169,11,1,0,0,3,0,0,0,0,0,137,0,3,Matches,,,,,,,,
Ayden Heaven,Manchester Utd,232,eng ENG,DF,17.0,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,1,7,1,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches,England,stats_standard,1.9,90,106,84.9,1542,458,35,39,89.7,51,56,91.1,3,7,42.9,0,0.0,0.0,0.0,1,4,0,0,7,Matches,0,2,0,0.0,1.06,0.00,0.00,,15.5,0,0,0,0.07,-0.1,-0.1,Matches,136,30,68,60,10,2,136,4,2,50.0,2,50.0,95,491,259,1,1,0,3,1,93,1,Matches,4,2.12,0,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches,106,104,1,1,0,0,0,0,0,0,0,0,90,1,3,Matches,,,,,,,,
