Player,Team,Age,CosineSimilarity,AutoencoderSimilarity,KMeansScore,EuclideanSimilarity,ManhattanSimilarity,FinalScore
Viktor Gyökeres,Sporting CP,26.0,0.8441524667959123,0.85287595,0.5422720769616967,0.70914435,0.7934787464502349,0.7221070217858734
Ademola Lookman,Atalanta,26.0,0.8349958021946573,0.8459314,0.6721302297468016,0.50497407,0.5742419550062249,0.7216491980045963
Ritsu Doan,Freiburg,26.0,0.860674562794705,0.942139,0.6036221065442704,0.38600466,0.5311889073927007,0.7106567651098659
Dejan Kulusevski,Tottenham,24.0,0.7744075437762044,0.93453515,0.63203459896978,0.47485736,0.5326733392814926,0.7104804740301095
Jakob Breum,Go Ahead Eag,20.0,0.8864840008262462,0.87653553,0.5845751014235662,0.44812852,0.6329610753655123,0.7091409312941401
Anthony Gordon,Newcastle Utd,23.0,0.7752739191057145,0.8854047,0.6264931569255595,0.54103476,0.5521536942724601,0.7049974097366944
Leandro Trossard,Arsenal,29.0,0.8108985729199207,0.9053352,0.6089043601147207,0.4458821,0.5369978580302277,0.6999180353289938
Rodrygo,Real Madrid,23.0,0.7784905183685222,0.87199926,0.6165453606299078,0.5357722,0.5593097147060647,0.6989969892356626
Dodi Lukebakio,Sevilla,26.0,0.7649710595202471,0.83072937,0.6115345413466768,0.61769474,0.5973465508409717,0.6962177720944493
Luciano Valente,Groningen,20.0,0.7328535986769429,0.8483175,0.5882593143235761,0.6209768,0.6712194559649134,0.6937604811510532
Jarrod Bowen,West Ham,27.0,0.840760007796086,0.83826125,0.635349815298746,0.40883163,0.5029770878718222,0.6912706222241214
Hugo Ekitike,Eint Frankfurt,22.0,0.8320289031079167,0.7557633,0.6112502586136724,0.52511704,0.671944802420499,0.6889903776795641
